question_id,question,arxiv_id,architecture,answer,faithfulness,answer_relevancy,context_precision,judge_factuality,judge_relevance,judge_citation,latency_ms,eval_method,tool_calls,hyp_answer
2,What is the maximum PSNR improvement achieved by RefDecoder over the unconditional baselines?,2605.15196v1,agentic_rag,"I was unable to find specific information regarding the maximum PSNR improvement achieved by RefDecoder over unconditional baselines. The paper I found discusses the RefDecoder and its approach to enhancing video generation, but it does not provide detailed performance metrics or comparisons related to PSNR improvements. Therefore, I cannot provide a definitive answer to your question based on the available resources.",1.0,0.5,0.0,2,3,3,14015.2,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""RefDecoder PSNR improvement\"")"", ""input"": ""What is the maximum PSNR improvement achieved by RefDecoder over the unconditional baselines?"", ""result"": ""No papers found matching keyword 'What is the maximum PSNR improvement achieved by RefDecoder over the unconditional baselines?'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""RefDecoder\"")"", ""input"": ""RefDecoder"", ""result"": ""Found 1 paper(s) matching 'RefDecoder':\n\n\u2022 [2605.15196v1] RefDecoder: Enhancing Visual Generation with Conditional Video Decoding\n  Authors: Xiang Fan, Yuheng Wang, Bohan Fang\n  Abstract snippet: Video generation powers a vast array of downstream applications. However, while the de facto standard, i""}, {""step"": 3, ""action"": ""fetch_paper_by_id(\""2605.15196v1\"")"", ""input"": ""2605.15196v1"", ""result"": ""[RefDecoder: Enhancing Visual Generation with Conditional Video Decoding (2605.15196v1)]\n\nVideo generation powers a vast array of downstream applications. However, while the de facto standard, i.e., latent diffusion models, typically employ heavily conditioned denoising networks, their decoders ofte""}, {""step"": 4, ""action"": ""search_by_keyword(\""PSNR improvement RefDecoder\"")"", ""input"": ""PSNR improvement RefDecoder"", ""result"": ""No papers found matching keyword 'PSNR improvement RefDecoder'.""}, {""step"": 5, ""action"": ""fetch_paper_by_id(\""2605.15196v1\"")"", ""input"": ""2605.15196v1"", ""result"": ""[RefDecoder: Enhancing Visual Generation with Conditional Video Decoding (2605.15196v1)]\n\nVideo generation powers a vast array of downstream applications. However, while the de facto standard, i.e., latent diffusion models, typically employ heavily conditioned denoising networks, their decoders ofte""}]",
3,What was the improvement in camera estimation accuracy on Sintel achieved by VGGT-$Ω$?,2605.15195v1,vanilla_rag,"VGGT-$Ω$ achieved an improvement of 77% in camera estimation accuracy on Sintel. This information is supported by the passage: ""We also show that the learned registers can improve vision-language-action models and support alignment with language, suggesting that reconstruction can be a powerful and scalable proxy task for spatial understanding.""",0.5,1.0,1.0,5,5,4,1560.0,llm_fallback,[],
3,What was the improvement in camera estimation accuracy on Sintel achieved by VGGT-$Ω$?,2605.15195v1,hyde_rag,"The improvement in camera estimation accuracy on Sintel achieved by VGGT-$Ω$ was 77%. This is supported by the first passage: ""improving over the previous best camera estimation accuracy on Sintel by 77%.""",1.0,1.0,0.8,5,5,5,4221.1,llm_fallback,[],"In the evaluation of camera estimation accuracy on the Sintel dataset, the implementation of the VGGT-$\Omega$ model demonstrated a significant improvement, achieving a reduction in mean angular error"
3,What was the improvement in camera estimation accuracy on Sintel achieved by VGGT-$Ω$?,2605.15195v1,graph_rag,VGGT-$Ω$ achieved an improvement of 77% in camera estimation accuracy on the Sintel benchmark compared to the previous best results. This significant enhancement demonstrates the model's effectiveness in reconstructing static and dynamic scenes.,1.0,1.0,1.0,5,5,5,2292.7,llm_fallback,[],
3,What was the improvement in camera estimation accuracy on Sintel achieved by VGGT-$Ω$?,2605.15195v1,agentic_rag,"I was unable to find specific numerical details regarding the improvement in camera estimation accuracy on the Sintel dataset achieved by VGGT-$Ω$. The paper discusses improvements in reconstruction accuracy and efficiency but does not provide explicit metrics or results related to camera estimation accuracy on Sintel. Therefore, I cannot provide the exact improvement figure.",1.0,0.5,0.5,2,3,3,10054.0,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""VGGT-$\u03a9$ Sintel\"")"", ""input"": ""What was the improvement in camera estimation accuracy on Sintel achieved by VGGT-$\u03a9$?"", ""result"": ""No papers found matching keyword 'What was the improvement in camera estimation accuracy on Sintel achieved by VGGT-$\u03a9$?'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""VGGT-$\u03a9$\"")"", ""input"": ""VGGT-$\u03a9$"", ""result"": ""Found 1 paper(s) matching 'VGGT-$\u03a9$':\n\n\u2022 [2605.15195v1] VGGT-$\u03a9$\n  Authors: Jianyuan Wang, Minghao Chen, Shangzhan Zhang\n  Abstract snippet: Recent feed-forward reconstruction models, such as VGGT, have proven competitive with traditional optimization-based reconstructors while also providing geomet""}, {""step"": 3, ""action"": ""fetch_paper_by_id(\""2605.15195v1\"")"", ""input"": ""2605.15195v1"", ""result"": ""[VGGT-$\u03a9$ (2605.15195v1)]\n\nRecent feed-forward reconstruction models, such as VGGT, have proven competitive with traditional optimization-based reconstructors while also providing geometry-aware features useful for other tasks. Here, we show that the quality of these models scales predictably with m""}, {""step"": 4, ""action"": ""fetch_paper_by_id(\""2605.15195v1\"")"", ""input"": ""2605.15195v1"", ""result"": ""[VGGT-$\u03a9$ (2605.15195v1)]\n\nRecent feed-forward reconstruction models, such as VGGT, have proven competitive with traditional optimization-based reconstructors while also providing geometry-aware features useful for other tasks. Here, we show that the quality of these models scales predictably with m""}, {""step"": 5, ""action"": ""fetch_paper_by_id(\""2605.15195v1\"")"", ""input"": ""2605.15195v1"", ""result"": ""[VGGT-$\u03a9$ (2605.15195v1)]\n\nRecent feed-forward reconstruction models, such as VGGT, have proven competitive with traditional optimization-based reconstructors while also providing geometry-aware features useful for other tasks. Here, we show that the quality of these models scales predictably with m""}]",
4,What is the main contribution of the paper regarding QCA-refined realizations?,2605.15194v1,vanilla_rag,"The main contribution of the paper regarding QCA-refined realizations is the proof that under certain physical assumptions about topological defects of symmetries, if a fusion categorical symmetry C admits a QCA-refined realization, then the Gross-Nesme-Vogts-Werner (GNVW) indices of the QCAs are uniquely determined. This is supported by the passage: ""If a fusion categorical symmetry C admits a QCA-refined realization as in Equation (1.2), then the Gross-Nesme-Vogts-Werner (GNVW) indices [55] of",1.0,1.0,0.5,2,3,3,3104.0,llm_fallback,[],
4,What is the main contribution of the paper regarding QCA-refined realizations?,2605.15194v1,hyde_rag,"The main contribution of the paper regarding QCA-refined realizations is the systematic analysis of these realizations of fusion categories, leading to two key statements. First, it shows that under certain physical assumptions on defects, any QCA-refined realization has QCA and symmetry-operator indices determined by the categorical data, with some freedom in redefining the symmetry operators. Second, it develops a physical proof of the weak integrality conjecture. This is supported by the pass",0.5,1.0,0.8,2,3,2,4325.3,llm_fallback,[],This paper presents a novel methodology for QCA-refined realizations that enhances the efficiency of quantum-dot cellular automata (QCA) circuits by introducing a systematic approach for minimizing th
4,What is the main contribution of the paper regarding QCA-refined realizations?,2605.15194v1,graph_rag,"The main contribution of the paper is the provision of complete answers to two significant questions regarding QCA-refined realizations of fusion categories. Specifically, it addresses whether every weakly integral fusion category admits a QCA-refined realization on a tensor-product Hilbert space. The authors prove that under certain physical assumptions about topological defects of symmetries, if a fusion categorical symmetry admits a QCA-refined realization, then the Gross-Nesme-Vogts-Werner (",1.0,1.0,0.5,3,4,3,3887.0,llm_fallback,[],
4,What is the main contribution of the paper regarding QCA-refined realizations?,2605.15194v1,agentic_rag,"I have found a relevant paper titled ""Non-Invertible Symmetries on Tensor-Product Hilbert Spaces and Quantum Cellular Automata"" (arXiv:2605.15194v1) that discusses QCA-refined realizations. The paper includes sections on constraints related to indices in QCA-refined realizations, physical assumptions and consequences, and examples of QCA-refined fusion rules. However, I do not have access to the full text of the paper to provide a detailed summary of its main contributions. You may want to look ",0.0,0.5,0.0,1,1,1,10377.9,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword"", ""input"": ""\""QCA-refined realizations\"""", ""result"": ""No papers found matching keyword '\""QCA-refined realizations\""'.""}, {""step"": 2, ""action"": ""search_by_keyword"", ""input"": ""\""QCA\"""", ""result"": ""No papers found matching keyword '\""QCA\""'.""}, {""step"": 3, ""action"": ""search_by_keyword"", ""input"": ""\""Quantum-dot Cellular Automata\"""", ""result"": ""No papers found matching keyword '\""Quantum-dot Cellular Automata\""'.""}, {""step"": 4, ""action"": ""search_by_keyword"", ""input"": ""\""Quantum computing\"""", ""result"": ""No papers found matching keyword '\""Quantum computing\""'.""}, {""step"": 5, ""action"": ""vector_search"", ""input"": ""\""QCA-refined realizations\"""", ""result"": ""[Chunk 1 | Non-Invertible Symmetries on Tensor-Product Hilbert Spaces and Quantum Cellular Automata (2605.15194v1) | score=0.6227]\nd Summary\n2\n2\nConstraints on Indices in QCA-Refined Realization\n4\n2.1\nPhysical Assumptions and Consequences . . . . . . . . . . . . . . . . . . . . .\n4\n2.2\nPhysical Proo""}]",
5,What is the parameterization used for the background in the analysis of the mechanism?,2605.15192v1,vanilla_rag,"The provided context does not contain any information regarding the parameterization used for the background in the analysis of the mechanism. Therefore, I cannot answer the question based on the given passages.",1.0,0.5,0.2,5,5,5,910.4,llm_fallback,[],
5,What is the parameterization used for the background in the analysis of the mechanism?,2605.15192v1,hyde_rag,"The provided context does not contain any information regarding the parameterization used for the background in the analysis of the mechanism. Therefore, I cannot answer the question based on the given passages.",1.0,0.5,0.0,5,5,5,3781.6,llm_fallback,[],"In the analysis of the mechanism, the background is parameterized using a Gaussian mixture model (GMM) to effectively capture the underlying distribution of the data. This approach allows for the repr"
5,What is the parameterization used for the background in the analysis of the mechanism?,2605.15192v1,graph_rag,"The provided context does not contain any information regarding the parameterization used for the background in the analysis of the mechanism. Therefore, I cannot provide an answer to your question based on the available information.",1.0,0.5,0.2,5,5,5,2107.5,llm_fallback,[],
5,What is the parameterization used for the background in the analysis of the mechanism?,2605.15192v1,agentic_rag,"I was unable to find specific information regarding the parameterization used for the background in the analysis of the mechanism. The searches for both ""parameterization"" and ""background analysis mechanism"" did not yield relevant results in the available papers. Therefore, I cannot provide a definitive answer on this topic based on the current database.",1.0,0.5,0.0,5,5,5,9009.1,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""parameterization background analysis mechanism\"")"", ""input"": ""What is the parameterization used for the background in the analysis of the mechanism?"", ""result"": ""No papers found matching keyword 'What is the parameterization used for the background in the analysis of the mechanism?'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""parameterization\"")"", ""input"": ""parameterization"", ""result"": ""Found 1 paper(s) matching 'parameterization':\n\n\u2022 [2605.15179v1] Eradicating Negative Transfer in Multi-Physics Foundation Models via Sparse Mixture-of-Experts Routing\n  Authors: Ellwil Sharma, Arastu Sharma\n  Abstract snippet: Scaling Scientific Machine Learning (SciML) toward universal foundation m""}, {""step"": 3, ""action"": ""fetch_paper_by_id(\""2605.15179v1\"")"", ""input"": ""2605.15179v1"", ""result"": ""[Eradicating Negative Transfer in Multi-Physics Foundation Models via Sparse Mixture-of-Experts Routing (2605.15179v1)]\n\nEradicating Negative Transfer in Multi-Physics Foundation Models\nvia Sparse Mixture-of-Experts Routing\nEllwil Sharma\nArastu Sharma\nShodh AI\nMay 15, 2026\nAbstract\nScaling Scientifi""}, {""step"": 4, ""action"": ""fetch_paper_by_id(\""2605.15179v1\"")"", ""input"": ""2605.15179v1"", ""result"": ""[Eradicating Negative Transfer in Multi-Physics Foundation Models via Sparse Mixture-of-Experts Routing (2605.15179v1)]\n\nEradicating Negative Transfer in Multi-Physics Foundation Models\nvia Sparse Mixture-of-Experts Routing\nEllwil Sharma\nArastu Sharma\nShodh AI\nMay 15, 2026\nAbstract\nScaling Scientifi""}, {""step"": 5, ""action"": ""search_by_keyword(\""background analysis mechanism\"")"", ""input"": ""background analysis mechanism"", ""result"": ""No papers found matching keyword 'background analysis mechanism'.""}]",
6,What key mechanisms governing active droplets are identified in the paper?,2605.15191v1,vanilla_rag,"The key mechanisms governing active droplets identified in the paper include self-driven flows, modified interfacial stresses, and dynamic contact line behavior. This is supported by the passage that states, ""Systems containing motile microorganisms, chemically active colloids, or externally driven particles can continuously inject energy or generate gradients within the droplet, leading to self-driven flows, modified interfacial stresses, and dynamic contact line behavior.""",1.0,1.0,0.8,3,5,2,2154.2,llm_fallback,[],
6,What key mechanisms governing active droplets are identified in the paper?,2605.15191v1,hyde_rag,"The key mechanisms governing active droplets identified in the paper include:

1. **Self-driven flows**: Active particles can continuously inject energy or generate gradients within the droplet, leading to self-driven flows. This is supported by the second passage, which states, ""Systems containing motile microorganisms, chemically active colloids, or externally driven particles can continuously inject energy or generate gradients within the droplet, leading to self-driven flows.""

2. **Modified",1.0,1.0,0.8,4,4,4,7410.4,llm_fallback,[],"The study identifies several key mechanisms governing active droplets, primarily focusing on the role of surface tension gradients and the influence of external chemical gradients. These mechanisms fa"
6,What key mechanisms governing active droplets are identified in the paper?,2605.15191v1,graph_rag,"The paper identifies several key mechanisms governing active droplets, particularly focusing on the influence of biological matter and active particles. These mechanisms include:

1. **Active Motion**: The presence of motile microorganisms or chemically active colloids injects energy into the system, leading to self-driven flows within the droplet. This active motion modifies the interfacial stresses and affects the dynamics of the contact line.

2. **Capillary Flow**: The interplay between capi",1.0,1.0,0.8,4,5,4,5589.1,llm_fallback,[],
6,What key mechanisms governing active droplets are identified in the paper?,2605.15191v1,agentic_rag,"The paper ""From Coffee Rings to Self-Driven Assembly: Active Matter Enabled Design of Drying Droplets"" identifies key mechanisms governing active droplets, particularly emphasizing the role of active matter. It discusses how traditional models treat suspended particles as passive tracers influenced by evaporation-driven capillary flow, Marangoni stresses, wettability, and contact line pinning. However, in the presence of active matter, energy is continuously injected at the level of individual p",0.0,1.0,0.0,1,1,1,9775.2,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword"", ""input"": ""\""active droplets\"""", ""result"": ""No papers found matching keyword '\""active droplets\""'.""}, {""step"": 2, ""action"": ""search_by_keyword"", ""input"": ""\""active matter\"""", ""result"": ""No papers found matching keyword '\""active matter\""'.""}, {""step"": 3, ""action"": ""search_by_keyword"", ""input"": ""\""droplets\"""", ""result"": ""No papers found matching keyword '\""droplets\""'.""}, {""step"": 4, ""action"": ""vector_search"", ""input"": ""\""mechanisms governing active droplets\"""", ""result"": ""[Chunk 1 | From Coffee Rings to Self-Driven Assembly: Active Matter Enabled Design of Drying Droplets (2605.15191v1) | score=0.7678]\nhe resulting \ndeposition morphology serves as a direct signature of this mechanism. \n1.2 Breakdown of the Passive Paradigm - Role of Biological Matter:  \n\n \n3 \nDespite""}, {""step"": 5, ""action"": ""fetch_paper_by_id"", ""input"": ""\""2605.15191v1\"""", ""result"": ""[From Coffee Rings to Self-Driven Assembly: Active Matter Enabled Design of Drying Droplets (2605.15191v1)]\n\n1 \nFrom Coffee Rings to Self-Driven Assembly: Active \nMatter Enabled Design of Drying Droplets \nMeneka Banik and Ranjini Bandyopadhyay* \nSoft Condensed Matter Group, Raman Research Institute,""}]",
7,What is the proposed method introduced in the paper?,2605.15190v1,vanilla_rag,"The proposed method introduced in the paper is ""OpenDeepThink,"" which is described as a parallel test-time compute framework that maintains a population of candidate solutions and evolves them over generations through randomized pairwise comparisons. This is supported by the passage from the second source: ""OpenDeepThink realizes this design: a parallel test-time compute framework that maintains a population of n candidate solutions and evolves them over T generations.""",1.0,1.0,0.5,1,1,3,1649.8,llm_fallback,[],
7,What is the proposed method introduced in the paper?,2605.15190v1,hyde_rag,"The proposed method introduced in the paper is VGGT-Edit, which is described as a feed-forward framework for text-conditioned native 3D scene editing. This method performs complex scene modifications in a single forward pass and is built on a pre-trained reconstruction backbone. This information is supported by the passage from VGGT-Edit: Feed-forward Native 3D Scene Editing with Residual Field Prediction (2605.15186v1), which states, ""we propose VGGT-Edit, a feed-forward framework for text-cond",1.0,1.0,1.0,1,1,1,3683.6,llm_fallback,[],"The proposed method, termed Adaptive Feature Augmentation (AFA), leverages a dynamic selection mechanism to enhance the feature representation in deep learning models. AFA employs a reinforcement lear"
7,What is the proposed method introduced in the paper?,2605.15190v1,graph_rag,"The proposed method introduced in the paper is called OpenDeepThink, which realizes a population-based design for candidate solutions. This method maintains a population of n candidate solutions and evolves them over T generations through a parallel test-time compute framework. Each generation involves three steps, including randomized pairwise comparisons to rank the candidates.

Additionally, the paper discusses Shodh-MoE, which shifts modularity into the model's forward pass. This method util",1.0,1.0,0.5,1,1,1,4503.5,llm_fallback,[],
7,What is the proposed method introduced in the paper?,2605.15190v1,agentic_rag,"The proposed method introduced in the paper ""FutureSim: Replaying World Events to Evaluate Adaptive Agents"" involves building grounded simulations that replay real-world events in the order they occurred. This method aims to evaluate AI agents in dynamic, open-ended environments by allowing them to forecast world events beyond their knowledge cutoff while interacting with a chronological replay of the world, which includes real news articles and questions. This approach is designed to measure th",0.0,1.0,0.0,1,1,1,14485.5,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword"", ""input"": ""\""proposed method\"""", ""result"": ""No papers found matching keyword '\""proposed method\""'.""}, {""step"": 2, ""action"": ""search_by_keyword"", ""input"": ""\""method\"""", ""result"": ""No papers found matching keyword '\""method\""'.""}, {""step"": 3, ""action"": ""vector_search"", ""input"": ""\""proposed method\"""", ""result"": ""[Chunk 1 | FutureSim: Replaying World Events to Evaluate Adaptive Agents (2605.15188v1) | score=0.2438]\nr et al., 2026) evaluates agents in human-authored mobile-\nuse scenarios, while Vending-Bench (Backlund et al., 2025) and YC-Bench (He et al., 202\n\n[Chunk 2 | OpenDeepThink: Parallel Reasoning via""}, {""step"": 4, ""action"": ""fetch_paper_by_id"", ""input"": ""\""2605.15188v1\"""", ""result"": ""[FutureSim: Replaying World Events to Evaluate Adaptive Agents (2605.15188v1)]\n\nPreprint. Under review.\nFUTURESIM: Replaying World Events to Evaluate Adaptive Agents\nShashwat Goel1,2\u2217\nNikhil Chandak2,4\u2217\nArvindh Arun3\u2217\nAmeya Prabhu4,5\nSteffen Staab3,6\nMoritz Hardt2,4\nMaksym Andriushchenko1,2\nJonas Ge""}, {""step"": 5, ""action"": ""fetch_paper_by_id"", ""input"": ""\""2605.15188v1\""  # I will fetch the full text again to read more about the proposed method."", ""result"": ""[FutureSim: Replaying World Events to Evaluate Adaptive Agents (2605.15188v1)]\n\nPreprint. Under review.\nFUTURESIM: Replaying World Events to Evaluate Adaptive Agents\nShashwat Goel1,2\u2217\nNikhil Chandak2,4\u2217\nArvindh Arun3\u2217\nAmeya Prabhu4,5\nSteffen Staab3,6\nMoritz Hardt2,4\nMaksym Andriushchenko1,2\nJonas Ge""}]",
8,What telescope's capabilities are paired with strong gravitational lensing to observe distant sources?,2605.15189v1,vanilla_rag,"The telescope's capabilities that are paired with strong gravitational lensing to observe distant sources is the James Webb Space Telescope (JWST). This is supported by the passage: ""Paired with the unprecedented capabilities of the James Webb Space Telescope (JWST), lensing now allows us to observe, detect, and study distant sources like never before.""",1.0,1.0,1.0,5,5,5,2622.8,llm_fallback,[],
8,What telescope's capabilities are paired with strong gravitational lensing to observe distant sources?,2605.15189v1,hyde_rag,"The telescope's capabilities that are paired with strong gravitational lensing to observe distant sources is the James Webb Space Telescope (JWST). This is supported by the passage: ""Paired with the unprecedented capabilities of the James Webb Space Telescope (JWST), lensing now allows us to observe, detect, and study distant sources like never before.""",1.0,1.0,1.0,5,5,5,5034.7,llm_fallback,[],The James Webb Space Telescope (JWST) is uniquely positioned to leverage its advanced infrared capabilities in conjunction with strong gravitational lensing to observe distant astronomical sources. By
